year,country,value,indicator
2034,美国,37.673258756309224,AI社会信任度
2035,美国,37.606265042610175,AI社会信任度
2016,英国,48.0,AI社会信任度
2017,英国,46.0,AI社会信任度
2018,英国,45.0,AI社会信任度
2019,英国,44.0,AI社会信任度
2020,英国,45.0,AI社会信任度
2021,英国,46.0,AI社会信任度
2022,英国,42.0,AI社会信任度
2023,英国,39.0,AI社会信任度
2024,英国,46.0,AI社会信任度
2025,英国,48.0,AI社会信任度
2026,英国,44.384791934535315,AI社会信任度
2027,英国,44.35073656018358,AI社会信任度
2028,英国,44.316707315716485,AI社会信任度
2029,英国,44.28270418105967,AI社会信任度
2030,英国,44.24872713617515,AI社会信任度
2031,英国,44.21477616106131,AI社会信任度
2032,英国,44.180851235701994,AI社会信任度
2033,英国,44.14695234011742,AI社会信任度
2034,英国,44.11307945434237,AI社会信任度
2035,英国,44.07923255839705,AI社会信任度
2016,阿联酋,72.0,AI社会信任度
2017,阿联酋,75.0,AI社会信任度
2018,阿联酋,78.0,AI社会信任度
2019,阿联酋,70.0,AI社会信任度
2020,阿联酋,72.0,AI社会信任度
2021,阿联酋,74.0,AI社会信任度
2022,阿联酋,76.0,AI社会信任度
2023,阿联酋,71.0,AI社会信任度
2024,阿联酋,72.0,AI社会信任度
2025,阿联酋,75.0,AI社会信任度
2026,阿联酋,72.6621228556287,AI社会信任度
2027,阿联酋,72.46324252158229,AI社会信任度
2028,阿联酋,72.26490653423753,AI社会信任度
2029,阿联酋,72.06711340369657,AI社会信任度
2030,阿联酋,71.86986164412156,AI社会信任度
2031,阿联酋,71.67314977375281,AI社会信任度
2032,阿联酋,71.476976314887,AI社会信任度
2033,阿联酋,71.28133979385166,AI社会信任度
2034,阿联酋,71.08623874103068,AI社会信任度
2035,阿联酋,70.89167169080247,AI社会信任度
2016,韩国,46.0,AI社会信任度
2017,韩国,48.0,AI社会信任度
2018,韩国,50.0,AI社会信任度
2019,韩国,54.0,AI社会信任度
2020,韩国,58.0,AI社会信任度
2021,韩国,62.0,AI社会信任度
2022,韩国,60.0,AI社会信任度
2023,韩国,58.0,AI社会信任度
2024,韩国,59.0,AI社会信任度
2025,韩国,62.0,AI社会信任度
2026,韩国,64.67452570605155,AI社会信任度
2027,韩国,66.41078924176509,AI社会信任度
2028,韩国,68.19366480953431,AI社会信任度
2029,韩国,70.02440376405775,AI社会信任度
2030,韩国,71.90429105411931,AI社会信任度
2031,韩国,73.8346461244605,AI社会信任度
2032,韩国,75.81682384186342,AI社会信任度
2033,韩国,77.85221544610204,AI社会信任度
2034,韩国,79.94224952641207,AI社会信任度
2035,韩国,82.08839302418482,AI社会信任度
2016,中国,0.0,AI算力平台
2017,中国,0.0,AI算力平台
2018,中国,0.0,AI算力平台
2019,中国,5.0,AI算力平台
2020,中国,60.0,AI算力平台
2021,中国,70.0,AI算力平台
2022,中国,80.0,AI算力平台
2023,中国,85.0,AI算力平台
2024,中国,90.0,AI算力平台
2025,中国,95.0,AI算力平台
2026,中国,120.00000000000364,AI算力平台
2027,中国,133.00000000000728,AI算力平台
2028,中国,146.00000000000728,AI算力平台
2029,中国,159.0000000000109,AI算力平台
2030,中国,172.00000000001455,AI算力平台
2031,中国,185.00000000001455,AI算力平台
2032,中国,198.0000000000182,AI算力平台
2033,中国,211.00000000002183,AI算力平台
2034,中国,224.00000000002183,AI算力平台
2035,中国,237.00000000002547,AI算力平台
2016,加拿大,0.0,AI算力平台
2017,加拿大,0.0,AI算力平台
2018,加拿大,0.0,AI算力平台
2019,加拿大,5.0,AI算力平台
2020,加拿大,20.0,AI算力平台
2021,加拿大,40.0,AI算力平台
2022,加拿大,50.0,AI算力平台
2023,加拿大,60.0,AI算力平台
2024,加拿大,70.0,AI算力平台
2025,加拿大,75.0,AI算力平台
2026,加拿大,86.00000000000364,AI算力平台
2027,加拿大,95.81818181818744,AI算力平台
2028,加拿大,105.63636363637124,AI算力平台
2029,加拿大,115.45454545455505,AI算力平台
2030,加拿大,125.27272727273885,AI算力平台
2031,加拿大,135.09090909092265,AI算力平台
2032,加拿大,144.90909090910645,AI算力平台
2033,加拿大,154.72727272729026,AI算力平台
2034,加拿大,164.54545454547406,AI算力平台
2035,加拿大,174.36363636365786,AI算力平台
2016,印度,0.0,AI算力平台
2017,印度,0.0,AI算力平台
2018,印度,0.0,AI算力平台
2019,印度,0.0,AI算力平台
2020,印度,0.0,AI算力平台
2021,印度,5.0,AI算力平台
2022,印度,10.0,AI算力平台
2023,印度,30.0,AI算力平台
2024,印度,50.0,AI算力平台
2025,印度,60.0,AI算力平台
2026,印度,51.3333333333394,AI算力平台
2027,印度,57.84848484849135,AI算力平台
2028,印度,64.36363636364513,AI算力平台
2029,印度,70.87878787879708,AI算力平台
2030,印度,77.39393939395086,AI算力平台
2031,印度,83.90909090910282,AI算力平台
2032,印度,90.42424242425659,AI算力平台
2033,印度,96.93939393940855,AI算力平台
2034,印度,103.4545454545605,AI算力平台
2035,印度,109.96969696971428,AI算力平台
2016,德国,0.0,AI算力平台
2017,德国,0.0,AI算力平台
2018,德国,0.0,AI算力平台
2019,德国,5.0,AI算力平台
2020,德国,15.0,AI算力平台
2021,德国,30.0,AI算力平台
2022,德国,40.0,AI算力平台
2023,德国,50.0,AI算力平台
2024,德国,60.0,AI算力平台
2025,德国,65.0,AI算力平台
2026,德国,72.33333333333576,AI算力平台
2027,德国,80.66666666666788,AI算力平台
2028,德国,89.00000000000364,AI算力平台
2029,德国,97.3333333333394,AI算力平台
2030,德国,105.66666666667516,AI算力平台
2031,德国,114.00000000000728,AI算力平台
2032,德国,122.33333333334303,AI算力平台
2033,德国,130.6666666666788,AI算力平台
2034,德国,139.00000000001455,AI算力平台
2035,德国,147.33333333334667,AI算力平台
2016,日本,0.0,AI算力平台
2017,日本,0.0,AI算力平台
2018,日本,0.0,AI算力平台
2019,日本,5.0,AI算力平台
2020,日本,20.0,AI算力平台
2021,日本,40.0,AI算力平台
2022,日本,50.0,AI算力平台
2023,日本,60.0,AI算力平台
2024,日本,70.0,AI算力平台
2025,日本,75.0,AI算力平台
2026,日本,86.00000000000364,AI算力平台
2027,日本,95.81818181818744,AI算力平台
2028,日本,105.63636363637124,AI算力平台
2029,日本,115.45454545455505,AI算力平台
2030,日本,125.27272727273885,AI算力平台
2031,日本,135.09090909092265,AI算力平台
2032,日本,144.90909090910645,AI算力平台
2033,日本,154.72727272729026,AI算力平台
2034,日本,164.54545454547406,AI算力平台
2035,日本,174.36363636365786,AI算力平台
2016,法国,0.0,AI算力平台
2017,法国,0.0,AI算力平台
2018,法国,0.0,AI算力平台
2019,法国,5.0,AI算力平台
2020,法国,10.0,AI算力平台
2021,法国,30.0,AI算力平台
2022,法国,40.0,AI算力平台
2023,法国,50.0,AI算力平台
2024,法国,60.0,AI算力平台
2025,法国,65.0,AI算力平台
2026,法国,72.0,AI算力平台
2027,法国,80.36363636363603,AI算力平台
2028,法国,88.7272727272757,AI算力平台
2029,法国,97.09090909091174,AI算力平台
2030,法国,105.45454545455141,AI算力平台
2031,法国,113.81818181818744,AI算力平台
2032,法国,122.18181818182711,AI算力平台
2033,法国,130.54545454546314,AI算力平台
2034,法国,138.90909090910282,AI算力平台
2035,法国,147.27272727273885,AI算力平台
2016,美国,0.0,AI算力平台
2017,美国,0.0,AI算力平台
2018,美国,0.0,AI算力平台
2019,美国,10.0,AI算力平台
2020,美国,40.0,AI算力平台
2021,美国,60.0,AI算力平台
2022,美国,75.0,AI算力平台
2023,美国,85.0,AI算力平台
2024,美国,90.0,AI算力平台
2025,美国,95.0,AI算力平台
2026,美国,116.33333333333576,AI算力平台
2027,美国,129.21212121212739,AI算力平台
2028,美国,142.09090909091537,AI算力平台
2029,美国,154.969696969707,AI算力平台
2030,美国,167.848484848495,AI算力平台
2031,美国,180.72727272728662,AI算力平台
2032,美国,193.60606060607824,AI算力平台
2033,美国,206.48484848486623,AI算力平台
2034,美国,219.36363636365786,AI算力平台
2035,美国,232.24242424244585,AI算力平台
2016,英国,0.0,AI算力平台
2017,英国,0.0,AI算力平台
2018,英国,0.0,AI算力平台
2019,英国,5.0,AI算力平台
2020,英国,20.0,AI算力平台
2021,英国,40.0,AI算力平台
2022,英国,50.0,AI算力平台
2023,英国,60.0,AI算力平台
2024,英国,70.0,AI算力平台
2025,英国,74.0,AI算力平台
2026,英国,85.60000000000218,AI算力平台
2027,英国,95.36363636363967,AI算力平台
2028,英国,105.1272727272808,AI算力平台
2029,英国,114.89090909091829,AI算力平台
2030,英国,124.65454545455577,AI算力平台
2031,英国,134.41818181819326,AI算力平台
2032,英国,144.18181818183075,AI算力平台
2033,英国,153.94545454546824,AI算力平台
2034,英国,163.70909090910936,AI算力平台
2035,英国,173.47272727274685,AI算力平台
2016,阿联酋,0.0,AI算力平台
2017,阿联酋,0.0,AI算力平台
2018,阿联酋,0.0,AI算力平台
2019,阿联酋,10.0,AI算力平台
2020,阿联酋,50.0,AI算力平台
2021,阿联酋,80.0,AI算力平台
2022,阿联酋,90.0,AI算力平台
2023,阿联酋,95.0,AI算力平台
2024,阿联酋,99.0,AI算力平台
2025,阿联酋,99.0,AI算力平台
2026,阿联酋,129.93333333334158,AI算力平台
2027,阿联酋,144.04848484849572,AI算力平台
2028,阿联酋,158.16363636364986,AI算力平台
2029,阿联酋,172.278787878804,AI算力平台
2030,阿联酋,186.39393939395814,AI算力平台
2031,阿联酋,200.50909090911227,AI算力平台
2032,阿联酋,214.6242424242664,AI算力平台
2033,阿联酋,228.73939393942055,AI算力平台
2034,阿联酋,242.8545454545747,AI算力平台
2035,阿联酋,256.96969696972883,AI算力平台
2016,韩国,0.0,AI算力平台
2017,韩国,0.0,AI算力平台
2018,韩国,0.0,AI算力平台
2019,韩国,85.0,AI算力平台
2020,韩国,90.0,AI算力平台
2021,韩国,95.0,AI算力平台
2022,韩国,95.0,AI算力平台
2023,韩国,95.0,AI算力平台
2024,韩国,95.0,AI算力平台
2025,韩国,95.0,AI算力平台
2026,韩国,132.6666666666606,AI算力平台
2027,韩国,144.96969696969245,AI算力平台
2028,韩国,157.2727272727243,AI算力平台
2029,韩国,169.57575757575614,AI算力平台
2030,韩国,181.878787878788,AI算力平台
2031,韩国,194.18181818181984,AI算力平台
2032,韩国,206.48484848485168,AI算力平台
2033,韩国,218.78787878788353,AI算力平台
2034,韩国,231.09090909091537,AI算力平台
2035,韩国,243.39393939394722,AI算力平台
2016,中国,2.0,AI补贴金额
2017,中国,3.0,AI补贴金额
2018,中国,5.0,AI补贴金额
2019,中国,10.0,AI补贴金额
2020,中国,15.0,AI补贴金额
2021,中国,20.0,AI补贴金额
2022,中国,30.0,AI补贴金额
2023,中国,47.5,AI补贴金额
2024,中国,52.0,AI补贴金额
2025,中国,55.0,AI补贴金额
2026,中国,60.53333333333467,AI补贴金额
2027,中国,67.18484848485059,AI补贴金额
2028,中国,73.83636363636651,AI补贴金额
2029,中国,80.48787878788426,AI补贴金额
2030,中国,87.13939393940018,AI补贴金额
2031,中国,93.7909090909161,AI补贴金额
2032,中国,100.44242424243203,AI补贴金额
2033,中国,107.09393939394977,AI补贴金额
2034,中国,113.74545454546569,AI补贴金额
2035,中国,120.39696969698161,AI补贴金额
2016,加拿大,0.1,AI补贴金额
2017,加拿大,0.2,AI补贴金额
2018,加拿大,0.3,AI补贴金额
2019,加拿大,0.4,AI补贴金额
2020,加拿大,0.5,AI补贴金额
2021,加拿大,1.0,AI补贴金额
2022,加拿大,1.5,AI补贴金额
2023,加拿大,2.4,AI补贴金额
2024,加拿大,2.8,AI补贴金额
2025,加拿大,3.2,AI补贴金额
2026,加拿大,3.2533333333332166,AI补贴金额
2027,加拿大,3.619393939393831,AI补贴金额
2028,加拿大,3.9854545454545587,AI补贴金额
2029,加拿大,4.351515151515173,AI补贴金额
2030,加拿大,4.717575757575901,AI补贴金额
2031,加拿大,5.083636363636515,AI补贴金额
2032,加拿大,5.449696969697243,AI补贴金额
2033,加拿大,5.815757575757857,AI补贴金额
2034,加拿大,6.181818181818585,AI补贴金额
2035,加拿大,6.547878787879199,AI补贴金额
2016,印度,0.1,AI补贴金额
2017,印度,0.1,AI补贴金额
2018,印度,0.2,AI补贴金额
2019,印度,0.3,AI补贴金额
2020,印度,0.5,AI补贴金额
2021,印度,1.0,AI补贴金额
2022,印度,1.2,AI补贴金额
2023,印度,1.5,AI补贴金额
2024,印度,1.8,AI补贴金额
2025,印度,2.0,AI补贴金额
2026,印度,2.159999999999968,AI补贴金额
2027,印度,2.3945454545454936,AI补贴金额
2028,印度,2.629090909090962,AI补贴金额
2029,印度,2.8636363636364877,AI补贴金额
2030,印度,3.0981818181819563,AI补贴金额
2031,印度,3.3327272727274817,AI补贴金额
2032,印度,3.5672727272729503,AI补贴金额
2033,印度,3.8018181818184758,AI补贴金额
2034,印度,4.036363636363944,AI补贴金额
2035,印度,4.27090909090947,AI补贴金额
2016,德国,0.4,AI补贴金额
2017,德国,0.5,AI补贴金额
2018,德国,1.0,AI补贴金额
2019,德国,1.5,AI补贴金额
2020,德国,2.0,AI补贴金额
2021,德国,2.5,AI补贴金额
2022,德国,3.0,AI补贴金额
2023,德国,3.5,AI补贴金额
2024,德国,4.0,AI补贴金额
2025,德国,4.5,AI补贴金额
2026,德国,4.9200000000001864,AI补贴金额
2027,德国,5.398181818182138,AI补贴金额
2028,德国,5.876363636363976,AI补贴金额
2029,德国,6.354545454545928,AI补贴金额
2030,德国,6.832727272727766,AI补贴金额
2031,德国,7.310909090909718,AI补贴金额
2032,德国,7.789090909091556,AI补贴金额
2033,德国,8.267272727273507,AI补贴金额
2034,德国,8.745454545455345,AI补贴金额
2035,德国,9.223636363637297,AI补贴金额
2016,日本,0.3,AI补贴金额
2017,日本,0.4,AI补贴金额
2018,日本,0.5,AI补贴金额
2019,日本,0.7,AI补贴金额
2020,日本,1.0,AI补贴金额
2021,日本,1.5,AI补贴金额
2022,日本,2.0,AI补贴金额
2023,日本,3.0,AI补贴金额
2024,日本,3.5,AI补贴金额
2025,日本,4.0,AI补贴金额
2026,日本,4.086666666666815,AI补贴金额
2027,日本,4.522424242424449,AI补贴金额
2028,日本,4.958181818182084,AI补贴金额
2029,日本,5.3939393939398315,AI补贴金额
2030,日本,5.829696969697466,AI补贴金额
2031,日本,6.2654545454551,AI补贴金额
2032,日本,6.701212121212734,AI补贴金额
2033,日本,7.136969696970368,AI补贴金额
2034,日本,7.572727272728116,AI补贴金额
2035,日本,8.00848484848575,AI补贴金额
2016,法国,0.2,AI补贴金额
2017,法国,0.3,AI补贴金额
2018,法国,1.5,AI补贴金额
2019,法国,1.5,AI补贴金额
2020,法国,1.5,AI补贴金额
2021,法国,1.5,AI补贴金额
2022,法国,1.5,AI补贴金额
2023,法国,2.0,AI补贴金额
2024,法国,2.5,AI补贴金额
2025,法国,3.0,AI补贴金额
2026,法国,3.3128086506179635,AI补贴金额
2027,法国,3.8415213190715,AI补贴金额
2028,法国,4.454614679338054,AI补贴金额
2029,法国,5.165555594565912,AI补贴金额
2030,法国,5.989960192138618,AI补贴金额
2031,法国,6.945936878726087,AI补贴金额
2032,法国,8.054484099337849,AI补贴金额
2033,法国,9.339951577329138,AI补贴金额
2034,法国,10.830575166698011,AI补贴金额
2035,法国,12.559097064937902,AI补贴金额
2016,美国,1.0,AI补贴金额
2017,美国,1.5,AI补贴金额
2018,美国,2.0,AI补贴金额
2019,美国,3.0,AI补贴金额
2020,美国,5.0,AI补贴金额
2021,美国,10.0,AI补贴金额
2022,美国,15.0,AI补贴金额
2023,美国,20.0,AI补贴金额
2024,美国,25.0,AI补贴金额
2025,美国,30.0,AI补贴金额
2026,美国,29.80000000000109,AI补贴金额
2027,美国,33.17272727272848,AI补贴金额
2028,美国,36.54545454545678,AI补贴金额
2029,美国,39.918181818184166,AI补贴金额
2030,美国,43.290909090912464,AI补贴金额
2031,美国,46.66363636364076,AI补贴金额
2032,美国,50.03636363636815,AI补贴金额
2033,美国,53.40909090909645,AI补贴金额
2034,美国,56.78181818182384,AI补贴金额
2035,美国,60.154545454552135,AI补贴金额
2016,英国,0.5,AI补贴金额
2017,英国,0.7,AI补贴金额
2018,英国,1.0,AI补贴金额
2019,英国,1.2,AI补贴金额
2020,英国,1.5,AI补贴金额
2021,英国,2.0,AI补贴金额
2022,英国,3.0,AI补贴金额
2023,英国,3.5,AI补贴金额
2024,英国,4.0,AI补贴金额
2025,英国,4.5,AI补贴金额
2026,英国,4.7733333333335395,AI补贴金额
2027,英国,5.243030303030537,AI补贴金额
2028,英国,5.712727272727648,AI补贴金额
2029,英国,6.182424242424645,AI补贴金额
2030,英国,6.652121212121756,AI补贴金额
2031,英国,7.121818181818753,AI补贴金额
2032,英国,7.591515151515864,AI补贴金额
2033,英国,8.061212121212861,AI补贴金额
2034,英国,8.530909090909972,AI补贴金额
2035,英国,9.00060606060697,AI补贴金额
2016,阿联酋,0.1,AI补贴金额
2017,阿联酋,0.2,AI补贴金额
2018,阿联酋,0.5,AI补贴金额
2019,阿联酋,1.0,AI补贴金额
